"SITE_ID","SITE_NAME","DATA_SOURCE","DATA_USE","LOCATION_LAT","LOCATION_LONG","ELEV_M","IGBP","PET_sum","PPT_sum","TC_aridity"
"US-INe","INFLUX - Agricultural Site West near Pittsboro","AmeriFlux","CC-BY-4.0",39.8632,-86.5083,NA,"CRO",894.5,1093.5,1.22247065399665
"US-INf","INFLUX - East 21st St (Site 2)","AmeriFlux","CC-BY-4.0",39.7978,-86.0183,NA,"URB",890.4,1064,1.19496855345912
"US-INg","INFLUX - Wayne Twp Comm (Site-7)","AmeriFlux","CC-BY-4.0",39.7739,-86.2724,NA,"URB",904.9,1065.6,1.17758868383247
"US-INi","INFLUX - Agricultural Site East of Indianapolis (Site-9a)","AmeriFlux","CC-BY-4.0",39.8167,-85.7005,NA,"CRO",890.9,1093.6,1.22752272982377
"US-INj","INFLUX - Agricultural Site East of Indianapolis (Site-9b)","AmeriFlux","CC-BY-4.0",39.8766,-85.7066,NA,"CRO",884.9,1079.2,1.21957283308848
"US-INn","INFLUX - Agricultural Site West of Indianapolis (Site-14a)","AmeriFlux","CC-BY-4.0",39.9468,-86.788,NA,"CRO",898.3,1083.3,1.20594456195035
"US-INp","INFLUX - Agricultural Site West of Indianapolis (Site-14b)","AmeriFlux","CC-BY-4.0",39.9477,-86.7821,NA,"CRO",898.3,1083.3,1.20594456195035
"US-Ivo","Ivotuk","AmeriFlux","Legacy",68.4865,-155.7503,568,"WET",272.4,259.5,0.952643171806168
"US-JLN","Jackson Lane - natural","AmeriFlux","Legacy",39.0574,-75.7531,17,"WET",1046.5,1117.7,1.06803631151457
"US-JLR","Jackson Lane - restored","AmeriFlux","Legacy",39.0543,-75.7531,17,"WET",1046.5,1117.7,1.06803631151457
"US-Jo1","Jornada Experimental Range Bajada Site","AmeriFlux","CC-BY-4.0",32.582,-106.635,1188,"OSH",1705.3,282.1,0.165425438339295
"US-Jo2","Jornada Experimental Range Mixed Shrubland","AmeriFlux","CC-BY-4.0",32.5849,-106.6032,1469,"OSH",1701.7,296.4,0.174178762414057
"US-Jo3","Jornada Experimental Range Red Lake Playa","AmeriFlux","CC-BY-4.0",32.7123,-106.8303,NA,"BSV",1700.6,268.9,0.158120663295308
"US-JRn","WV Jacks Run","AmeriFlux","CC-BY-4.0",39.6789,-80.1646,384.048,"GRA",884.3,1060.9,1.19970598213276
"US-KCM","KCMP Tall Tower","AmeriFlux","Legacy",44.6886,-93.0728,290,"CRO",792.4,778.8,0.982836951034831
"US-KFB","Konza Prairie LTER (4B)","AmeriFlux","CC-BY-4.0",39.0745,-96.5951,330,"GRA",1150.2,905.2,0.786993566336289
"US-KFS","Kansas Field Station","AmeriFlux","CC-BY-4.0",39.0561,-95.1907,310,"GRA",1117.8,1013.4,0.906602254428342
"US-KGF","Kingman Farm","AmeriFlux","Legacy",43.1717,-70.9259,35,"GRA",807.7,1124,1.39160579423053
"US-KL1","KBS Lux Arbor Reserve Corn","AmeriFlux","CC-BY-4.0",42.4847,-85.4422,264.6,"CRO",818.9,924.2,1.12858712907559
"US-KL2","KBS Lux Arbor Reserve Switchgrass","AmeriFlux","CC-BY-4.0",42.4768,-85.4468,258.3,"GRA",818.9,924.2,1.12858712907559
"US-KL3","KBS Lux Arbor Reserve Prairie","AmeriFlux","CC-BY-4.0",42.4735,-85.4473,264.7,"GRA",818.9,924.2,1.12858712907559
"US-KLS","Kansas Land Institute","AmeriFlux","CC-BY-4.0",38.7745,-97.5684,373,"GRA",1254.7,775.1,0.617757232804654
"US-KM1","KBS Marshall Farms Corn","AmeriFlux","CC-BY-4.0",42.4376,-85.3287,258.1,"CRO",813.5,904.2,1.11149354640443
"US-KM2","KBS Marshall Farms Prairie","AmeriFlux","CC-BY-4.0",42.4441,-85.3098,259.1,"GRA",813.5,904.2,1.11149354640443
"US-KM3","KBS Marshall Farms Switchgrass","AmeriFlux","CC-BY-4.0",42.4464,-85.3105,262.1,"GRA",813.5,904.2,1.11149354640443
"US-KM4","KBS Marshall Farms Smooth Brome Grass (Ref)","AmeriFlux","CC-BY-4.0",42.4423,-85.3301,246.3,"GRA",813.5,904.2,1.11149354640443
"US-Kon","Konza Prairie LTER (KNZ)","AmeriFlux","CC-BY-4.0",39.0824,-96.5603,417,"GRA",1144.3,909.8,0.795071222581491
"US-KPL","Lily Lake Fen","AmeriFlux","CC-BY-4.0",60.5382,-150.5061,100.6,"WET",420.4,837.2,1.99143672692674
"US-KS1","Kennedy Space Center (slash pine)","AmeriFlux","CC-BY-4.0",28.4583,-80.6709,1,"ENF",1438,1233.6,0.857858136300417
"US-KS2","Kennedy Space Center (scrub oak)","AmeriFlux","CC-BY-4.0",28.6086,-80.6715,3,"CSH",1417.2,1281.2,0.904036127575501
"US-KS3","Kennedy Space Center (salt marsh)","AmeriFlux","CC-BY-4.0",28.7084,-80.7427,0,"WET",1438.1,1295.9,0.901119532716779
"US-KS4","Kennedy Space Center (Spartina marsh)","AmeriFlux","Legacy",28.6,-80.7207,0.5,"WET",1418.2,1292.3,0.911225497109012
"US-KUO","KUOM tower","AmeriFlux","CC-BY-4.0",44.9984,-93.1884,301,"URB",807.7,771.9,0.95567661260369
"US-KUT","KUOM Turfgrass Field","AmeriFlux","CC-BY-4.0",44.995,-93.1863,301,"GRA",807.7,771.9,0.95567661260369
"US-LA1","Pointe-aux-Chenes Brackish Marsh","AmeriFlux","Legacy",29.5013,-90.4449,0,"WET",1268.9,1568,1.23571597446607
"US-LA2","Salvador WMA Freshwater Marsh","AmeriFlux","Legacy",29.8587,-90.2869,0,"WET",1247.4,1577.7,1.26479076479076
"US-LA3","Barataria Bay Saline Marsh","AmeriFlux","CC-BY-4.0",29.4936,-89.9153,0.2,"WET",1281.1,1523,1.18882210600265
"US-LGr","Lockney Grassland","AmeriFlux","Legacy",34.1377,-101.4787,1026,"GRA",1690.2,530.4,0.313809016684416
"US-Lin","Lindcove Orange Orchard","AmeriFlux","CC-BY-4.0",36.3566,-119.0922,131,"CRO",1607.5,329.6,0.205038880248834
"US-LL1","Longleaf Pine - Baker (Mesic site)","AmeriFlux","CC-BY-4.0",31.2792,-84.5329,165,"SAV",1291.5,1293.7,1.00170344560588
"US-LL2","Longleaf Pine - Dubignion (Intermediate site)","AmeriFlux","CC-BY-4.0",31.201,-84.4449,155,"SAV",1292.6,1298.1,1.00425498994275
"US-LL3","Longleaf Pine - Red Dirt (Xeric site)","AmeriFlux","CC-BY-4.0",31.2688,-84.4787,159.5,"SAV",1289.8,1291.4,1.00124050240347
"US-Los","Lost Creek","AmeriFlux","CC-BY-4.0",46.0827,-89.9792,480,"WET",631.6,829.3,1.31301456618113
"US-LPH","Little Prospect Hill","AmeriFlux","Legacy",42.5419,-72.185,377.5,"DBF",708.9,1121.4,1.58188743123149
"US-LS1","San Pedro River Lewis Springs Sacaton Grassland","AmeriFlux","CC-BY-4.0",31.5615,-110.1403,1230,"GRA",1738.9,351.5,0.202139283455058
"US-LS2","San Pedro River Lewis Springs Savanna","AmeriFlux","CC-BY-4.0",31.5659,-110.1344,1240,"SAV",1738.9,351.5,0.202139283455058
"US-LWW","Little Washita Watershed","AmeriFlux","Legacy",34.9604,-97.9789,365,"GRA",1460.3,836,0.572485105800178
"US-MAC","MacArthur Agro-Ecology","AmeriFlux","Legacy",27.1632,-81.1873,NA,"WET",1445.2,1222.2,0.845696097425962
"US-MBP","Marcell Bog Lake Peatland","AmeriFlux","CC-BY-4.0",47.5051,-93.4893,416,"WET",645.8,697.6,1.0802105915144
"US-MC1","Creston, Montana pivot-irrigated spring wheat","AmeriFlux","CC-BY-4.0",48.1873,-114.1548,900,"CRO",854.3,495.1,0.579538803698935
"US-MC2","Creston, Montana pivot-irrigated spring wheat 2","AmeriFlux","CC-BY-4.0",48.1802,-114.2051,900,"CRO",852.4,481.7,0.565110276865321
"US-Me1","Metolius - Eyerly burn","AmeriFlux","CC-BY-4.0",44.5794,-121.5,896,"ENF",940.9,733.1,0.779147624614731
"US-Me2","Metolius mature ponderosa pine","AmeriFlux","CC-BY-4.0",44.4523,-121.5574,1253,"ENF",918.6,808.1,0.87970825168735
"US-Me3","Metolius-second young aged pine","AmeriFlux","CC-BY-4.0",44.3154,-121.6078,1005,"ENF",965.7,527.5,0.546235891063477
"US-Me4","Metolius-old aged ponderosa pine","AmeriFlux","CC-BY-4.0",44.4992,-121.6224,922,"ENF",896.4,1008.5,1.12505577867024
"US-Me5","Metolius-first young aged pine","AmeriFlux","CC-BY-4.0",44.4372,-121.5668,1188,"ENF",918.6,808.1,0.87970825168735
"US-Me6","Metolius Young Pine Burn","AmeriFlux","CC-BY-4.0",44.3233,-121.6078,998,"ENF",965.7,527.5,0.546235891063477
"US-Men","Lake Mendota, Center for Limnology Site","AmeriFlux","CC-BY-4.0",43.0772,-89.403,260,"WAT",801.3,850.7,1.06164981904405
"US-MFs","Moore Fields","AmeriFlux","Legacy",43.1385,-70.961,20,"CRO",802.4,1113.5,1.38771186440678
"US-MG1","MPG Ranch Rangeland Restoration","AmeriFlux","CC-BY-4.0",46.6996,-114.0353,1043,"GRA",922.3,329.5,0.357259026347175
"US-MH1","Huntley, Montana irrigated barley site 1","AmeriFlux","CC-BY-4.0",45.9206,-108.2414,919.6,"CRO",1056.2,341.2,0.323044877864041
"US-MH2","Huntley, Montana irrigated barley site 2","AmeriFlux","CC-BY-4.0",45.9699,-108.1978,891,"CRO",1071.5,338.8,0.316192253849743
"US-Mi1","LTAR UCB (Upper Chesapeake Bay) Miscanthus 1","AmeriFlux","CC-BY-4.0",41.7727,-80.6313,290,"CVM",782.5,1061.7,1.35680511182109
"US-Mi2","LTAR UCB (Upper Chesapeake Bay) Miscanthus 2","AmeriFlux","CC-BY-4.0",41.5479,-80.855,280,"CVM",798.7,1048.3,1.31250782521598
"US-Mi3","LTAR UCB (Upper Chesapeake Bay) Miscanthus 3","AmeriFlux","CC-BY-4.0",41.8222,-80.637,270,"CVM",783.2,1057.2,1.34984678243105
"US-Mj1","Montana Judith Basin wheat field","AmeriFlux","CC-BY-4.0",46.9948,-109.6137,1285,"CRO",932.6,420.9,0.451318893416256
"US-Mj2","Montana Judith Basin summer fallow field","AmeriFlux","CC-BY-4.0",46.9957,-109.6295,1277,"CRO",938.1,414.4,0.441743950538322
"US-MMS","Morgan Monroe State Forest","AmeriFlux","CC-BY-4.0",39.3232,-86.4131,275,"DBF",921.6,1133.4,1.22981770833333
"US-Mo1","LTAR CMRB Field 1 (CMRB ASP)","AmeriFlux","Legacy",39.2298,-92.1167,260,"CRO",1034.7,1070.2,1.03430946167971
"US-Mo2","LTAR CMRB Tucker Prairie (CMRB TP)","AmeriFlux","Legacy",38.9488,-91.9945,275,"GRA",1041.4,1075.2,1.03245630881506
"US-Mo3","LTAR CMRB Field 3 (CMRB BAU)","AmeriFlux","Legacy",39.2311,-92.1497,261,"CRO",1033.9,1074,1.03878518231937
"US-MOz","Missouri Ozark Site","AmeriFlux","CC-BY-4.0",38.7441,-92.2,219.4,"DBF",1062.7,1074.6,1.01119789216148
"US-Mpj","Mountainair Pinyon-Juniper Woodland","AmeriFlux","CC-BY-4.0",34.4385,-106.2377,2196,"WSA",1391.8,404.8,0.290846385974996
"US-MRf","Mary's River (Fir) site","AmeriFlux","Legacy",44.6465,-123.5515,263,"ENF",817.8,2163.9,2.64600146735143
"US-MRM","Marsh Resource Meadowlands Mitigation Bank","AmeriFlux","Legacy",40.8164,-74.0435,1,"WET",1015.6,1204.9,1.18639228042536
"US-MSR","Montana Sun River winter wheat","AmeriFlux","CC-BY-4.0",47.4758,-111.7207,1110,"CRO",1051.2,327.6,0.311643835616438
"US-MtB","Mt Bigelow","AmeriFlux","CC-BY-4.0",32.416,-110.7256,2573,"ENF",1531.6,695.3,0.453969704883782
"US-MVF","Montana Vaughn Fallow","AmeriFlux","CC-BY-4.0",47.6867,-111.4659,1128,"CRO",1006.5,344,0.341778440139096
"US-MVW","Montana Vaughn Wheat","AmeriFlux","CC-BY-4.0",47.6729,-111.4889,1134,"CRO",1006.5,344,0.341778440139096
"US-MWA","Jackson Agricultural Field","AmeriFlux","Legacy",42.2143,-84.8539,290,"CRO",801.8,893.2,1.11399351459217
"US-MWF","Kellogg Experimental Forest","AmeriFlux","Legacy",42.366,-85.3526,256,"MF",817.7,913.9,1.11764705882353
"US-MWS","Michigan State University Campus Site - Spartans","AmeriFlux","Legacy",42.7293,-84.4737,261,"URB",811.7,814.3,1.00320315387458
"US-MWU","Battle Creek Area Mathematics and Science Center","AmeriFlux","Legacy",42.3228,-85.1871,256,"URB",829.8,907.4,1.09351651000241
"US-MWW","Allegan Wetland","AmeriFlux","Legacy",42.6689,-86.0229,209,"WET",813,943.7,1.16076260762608
"US-Myb","Mayberry Wetland","AmeriFlux","CC-BY-4.0",38.0499,-121.765,-4,"WET",1327.9,362.9,0.273288651253859
"US-NC1","NC_Clearcut","AmeriFlux","CC-BY-4.0",35.8118,-76.7119,5,"ENF",1145.5,1237.6,1.08040157136622
"US-NC2","NC_Loblolly Plantation","AmeriFlux","CC-BY-4.0",35.803,-76.6685,5,"ENF",1150.7,1242.1,1.07942991222734
"US-NC3","NC_Clearcut#3","AmeriFlux","CC-BY-4.0",35.799,-76.656,5,"ENF",1153.4,1245,1.07941737471822
"US-NC4","NC_AlligatorRiver","AmeriFlux","CC-BY-4.0",35.7879,-75.9038,1,"WET",1176.6,1322.4,1.12391636919939
"US-Ne1","Mead - irrigated continuous maize site","AmeriFlux","CC-BY-4.0",41.1651,-96.4766,361,"CRO",1008.9,814.9,0.807711368817524
"US-Ne2","Mead - irrigated maize-soybean rotation site","AmeriFlux","CC-BY-4.0",41.1649,-96.4701,362,"CRO",1008.9,814.9,0.807711368817524
"US-Ne3","Mead - rainfed maize-soybean rotation site","AmeriFlux","CC-BY-4.0",41.1797,-96.4397,363,"CRO",1003.7,814.1,0.811098933944406
"US-NGB","NGEE Arctic Barrow","AmeriFlux","CC-BY-4.0",71.28,-156.6092,5.273,"SNO",136.7,118,0.863204096561814
"US-NGC","NGEE Arctic Council","AmeriFlux","CC-BY-4.0",64.8618,-163.7002,35,"GRA",304.9,427.1,1.40078714332568
"US-NMj","Northern Michigan Jack Pine Stand","AmeriFlux","CC-BY-4.0",46.6465,-88.5194,394,"ENF",676.3,822.9,1.21676770663907
"US-NP1","Business-As-Usual Management (mandanh5)","AmeriFlux","CC-BY-4.0",46.7756,-100.951,593,"CRO",900.3,433.7,0.481728312784627
"US-NP2","ASPirational Management (mandani2)","AmeriFlux","CC-BY-4.0",46.7613,-100.9257,590,"CRO",900.3,433.7,0.481728312784627
"US-NR1","Niwot Ridge Forest (LTER NWT1)","AmeriFlux","CC-BY-4.0",40.0329,-105.5464,3050,"ENF",713.5,574.1,0.804625087596356
"US-NR2","Niwot Ridge Forest (USGS site)","AmeriFlux","Legacy",40.0325,-105.5469,3030,"ENF",713.5,574.1,0.804625087596356
"US-NR3","Niwot Ridge Alpine (T-Van West)","AmeriFlux","CC-BY-4.0",40.052,-105.5864,3504,"GRA",587.8,693.1,1.17914256549847
"US-NR4","Niwot Ridge Alpine (T-Van East)","AmeriFlux","CC-BY-4.0",40.052,-105.5859,3502,"GRA",587.8,693.1,1.17914256549847
"US-Nrf","Nisqually reference","AmeriFlux","CC-BY-4.0",47.0935,-122.6927,8,"WET",810,1168.3,1.44234567901235
"US-Nrs","Nisqually restoring","AmeriFlux","CC-BY-4.0",47.0936,-122.7079,8,"WET",810,1168.3,1.44234567901235
"US-NSW","Newman Seasonal Wetlands","AmeriFlux","Legacy",37.3091,-121.0042,23.5,"GRA",1390.1,277.8,0.19984173800446
"US-OF1","Osceola Farm Rice Field - SW","AmeriFlux","CC-BY-4.0",35.7371,-90.0492,69.8,"CRO",1201.2,1238.4,1.03096903096903
"US-OF2","Osceola Farm Rice Field - NW","AmeriFlux","CC-BY-4.0",35.7406,-90.0489,69.4,"CRO",1201.2,1238.4,1.03096903096903
"US-Oho","Oak Openings","AmeriFlux","CC-BY-4.0",41.5545,-83.8438,230,"DBF",851.4,872.5,1.02478271082922
"US-ONA","Florida pine flatwoods","AmeriFlux","CC-BY-4.0",27.3836,-81.9509,25,"GRA",1435.6,1309.4,0.91209250487601
"US-OPE","Optimizing Production Inputs for Economic and Environmental Enhancement (OPE3)","AmeriFlux","Legacy",39.0293,-76.8457,40,"CRO",1039.2,1116.4,1.07428791377983
"US-ORv","Olentangy River Wetland Research Park","AmeriFlux","CC-BY-4.0",40.0201,-83.0183,221,"WET",907.5,968.5,1.06721763085399
"US-OWC","Old Woman Creek","AmeriFlux","CC-BY-4.0",41.3795,-82.5125,174,"WET",876.7,921.8,1.05144291091593
"US-PAS","Florida, Paspalum notatum pasture","AmeriFlux","CC-BY-4.0",27.3944,-81.951,27.1,"GRA",1435.6,1309.4,0.91209250487601
"US-PeA","5R Pecan Farm Above Canopy","AmeriFlux","CC-BY-4.0",31.4123,-106.0788,1092,"DBF",1772.1,212.7,0.120027086507533
"US-PFa","Park Falls/WLEF","AmeriFlux","CC-BY-4.0",45.9459,-90.2723,470,"MF",638.6,822.6,1.28813028499843
"US-PFb","NW1 Pine-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.972,-90.3232,474,"ENF",638,827.7,1.29733542319749
"US-PFc","NW2 Aspen-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9677,-90.3088,473,"DBF",638,827.7,1.29733542319749
"US-PFd","NW3 Tussock-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9689,-90.301,473,"WET",638,827.7,1.29733542319749
"US-PFe","NW4 Lake-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9793,-90.3004,480,"WAT",638,827.7,1.29733542319749
"US-PFf","NW5 Grass-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9458,-90.2944,464,"GRA",640.4,824.1,1.2868519675203
"US-PFg","NE1 Pine-2 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9735,-90.2723,475,"ENF",635.2,826.7,1.3014798488665
"US-PFh","NE2 Pine-3 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9557,-90.2406,463,"ENF",637.6,825.7,1.29501254705144
"US-PFi","NE3 Hardwood-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9749,-90.2327,488,"DBF",635.4,832.7,1.31051306263771
"US-PFj","NE4 Maple-1 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9619,-90.227,484,"DBF",635.4,832.7,1.31051306263771
"US-PFk","SW1 Aspen-2 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9149,-90.3425,476,"DBF",643.3,815.7,1.26799316026737
"US-PFL","SW2 Aspen-3 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9409,-90.3177,464,"DBF",640.4,824.1,1.2868519675203
"US-PFm","SW3 Hardwood-2 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9207,-90.3099,484,"DBF",640.4,824.1,1.2868519675203
"US-PFn","SW4 Hardwood-3 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9392,-90.2823,478,"DBF",638.6,822.6,1.28813028499843
"US-PFo","SE1 Lake-2 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9229,-90.2728,476,"WAT",638.6,822.6,1.28813028499843
"US-PFp","SE2 Hardwood-4 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9365,-90.2641,497,"DBF",638.6,822.6,1.28813028499843
"US-PFq","SE3 Aspen-4 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9271,-90.2475,473,"DBF",637.6,825.7,1.29501254705144
"US-PFr","SE4 Tussock-2 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9245,-90.2475,490,"WET",637.6,825.7,1.29501254705144
"US-PFs","SE5 Aspen-5 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9381,-90.2382,489,"DBF",637.6,825.7,1.29501254705144
"US-PFt","SE6 Pine-4 CHEESEHEAD 2019","AmeriFlux","CC-BY-4.0",45.9197,-90.2288,466,"ENF",637.6,825.7,1.29501254705144
"US-PHM","Plum Island High Marsh","AmeriFlux","CC-BY-4.0",42.7423,-70.8301,1.4,"WET",859.4,1117.3,1.30009308820107
"US-PiU","Pine Upland","AmeriFlux","CC-BY-4.0",26.0004,-80.9261,3.04,"WET",1493.7,1381.8,0.925085358505724
"US-PLM","Plum Island Low Marsh","AmeriFlux","CC-BY-4.0",42.7345,-70.8382,1,"WET",855.1,1121.4,1.31142556426149
"US-PLo","Plum Island Oligohaline Marsh","AmeriFlux","CC-BY-4.0",42.7496,-70.9157,1.4,"WET",842.9,1126.7,1.33669474433503
"US-Pnp","Lake Mendota, Picnic Point Site","AmeriFlux","CC-BY-4.0",43.0896,-89.4158,260,"WAT",798.1,841.4,1.05425385290064
"US-Pon","Ponca City","AmeriFlux","Legacy",36.7667,-97.1333,310,"CRO",1349.4,935,0.692900548391878
"US-Prr","Poker Flat Research Range Black Spruce Forest","AmeriFlux","CC-BY-4.0",65.1237,-147.4876,210,"ENF",411,314.3,0.764720194647202
"US-PSH","USSL San Joaquin Valley Pistachio High","AmeriFlux","CC-BY-4.0",36.2347,-119.9247,70,"DBF",1529.4,171.2,0.111939322610174
"US-PSL","USSL San Joaquin Valley Pistachio Low","AmeriFlux","CC-BY-4.0",36.8276,-120.1397,65,"DBF",1452.3,228.6,0.157405494732493
"US-PVA","PVAMU Research Farm","AmeriFlux","Legacy",30.0958,-95.9695,86.5,"CRO",1336.9,1070.1,0.800433839479393
"US-RC1","Cook Agronomy Farm - No Till","AmeriFlux","Legacy",46.7837,-117.0777,807,"CRO",881.2,600.6,0.681570585565138
"US-RC2","Cook Agronomy Farm - Conventional Till","AmeriFlux","Legacy",46.7776,-117.0807,799,"CRO",881.2,600.6,0.681570585565138
"US-RC3","WSU Lind Dryland Research Station","AmeriFlux","Legacy",46.991,-118.598,NA,"CRO",1081.7,257,0.237588980308773
"US-RC4","Moscow Mountain on-farm site","AmeriFlux","Legacy",46.758,-116.949,817,"CRO",876.8,668.5,0.762431569343066
"US-RC5","Moses Lake on-farm site","AmeriFlux","Legacy",47.01,-119.248,349,"CRO",1065.9,188.9,0.177221127685524
"US-RFE","RockyFlats - East site","AmeriFlux","Legacy",39.8771,-105.169,1725,"GRA",1205.9,476.8,0.395389335765818
"US-RFW","RockyFlats - West site","AmeriFlux","Legacy",39.8751,-105.2184,1864,"GRA",1168.9,481.5,0.41192574215074
"US-RGA","Arkansas Corn Farm","AmeriFlux","CC-BY-4.0",34.4121,-91.6752,61,"CRO",1223.6,1275,1.04200719189278
"US-RGB","Butte County Rice Farm","AmeriFlux","CC-BY-4.0",39.5771,-121.867,33,"CRO",1404.5,577,0.410822356710573
"US-RGG","Glenn County Rice Farm","AmeriFlux","CC-BY-4.0",39.5944,-122.0253,36,"CRO",1389.9,543.4,0.390963378660335
"US-RGo","Glenn County Organic Rice Farm","AmeriFlux","CC-BY-4.0",39.6769,-122.0052,40,"CRO",1403.8,567,0.403903689984328
"US-RGW","Desha County Rice Farm","AmeriFlux","CC-BY-4.0",33.6183,-91.4355,41,"CRO",1227.7,1308.2,1.06556976460047
"US-Rls","RCEW Low Sagebrush","AmeriFlux","CC-BY-4.0",43.1439,-116.7356,1608,"CSH",1039.6,352.8,0.339361292804925
"US-Rms","RCEW Mountain Big Sagebrush","AmeriFlux","CC-BY-4.0",43.0645,-116.7486,2111,"CSH",928.3,422.2,0.454809867499731
"US-Ro1","Rosemount- G21","AmeriFlux","CC-BY-4.0",44.7143,-93.0898,290,"CRO",794.4,780.7,0.982754279959718
"US-Ro2","Rosemount- C7","AmeriFlux","CC-BY-4.0",44.7288,-93.0888,292,"CRO",794.4,780.7,0.982754279959718
"US-Ro3","Rosemount- G19","AmeriFlux","CC-BY-4.0",44.7217,-93.0893,260,"CRO",794.4,780.7,0.982754279959718
"US-Ro4","Rosemount Prairie","AmeriFlux","CC-BY-4.0",44.6781,-93.0723,274,"GRA",792.4,778.8,0.982836951034831
"US-Ro5","Rosemount I18_South","AmeriFlux","CC-BY-4.0",44.691,-93.0576,283,"CRO",792.4,778.8,0.982836951034831
"US-Ro6","Rosemount I18_North","AmeriFlux","CC-BY-4.0",44.6946,-93.0578,282,"CRO",792.4,778.8,0.982836951034831
"US-Rpf","Poker Flat Research Range: Succession from fire scar to deciduous forest","AmeriFlux","CC-BY-4.0",65.1198,-147.429,497,"DBF",409.7,316.2,0.771784232365145
"US-RRC","Rice Rivers Center Marsh","AmeriFlux","CC-BY-4.0",37.3344,-77.2065,0.1,"WET",1102.4,1127.5,1.02276850507983
"US-Rwe","RCEW Reynolds Mountain East","AmeriFlux","CC-BY-4.0",43.0653,-116.7591,2098,"CSH",910.5,436.7,0.479626578802856
"US-Rwf","RCEW Upper Sheep Prescibed Fire","AmeriFlux","CC-BY-4.0",43.1207,-116.7231,1878,"CSH",962.1,423.3,0.439975054568132
"US-Rws","Reynolds Creek Wyoming big sagebrush","AmeriFlux","CC-BY-4.0",43.1675,-116.7132,1425,"OSH",1098,290.8,0.264845173041894
"US-Sag","Sag River","AmeriFlux","Legacy",69.5131,-148.5676,170,"WET",276,167.6,0.607246376811594
"US-SB1","Sweet Briar Land-Atmosphere Research Station","AmeriFlux","Legacy",37.5734,-79.0848,242,"ENF",1022.1,1093,1.06936698953136
"US-SB2","Sweet Briar Grass","AmeriFlux","Legacy",37.5607,-79.0883,240,"CRO",1022.1,1093,1.06936698953136
"US-SB3","Sweet Briar Clearcut","AmeriFlux","Legacy",37.5752,-79.0872,253,"BSV",1022.1,1093,1.06936698953136
"US-SCc","Southern California Climate Gradient - Desert Chaparral","AmeriFlux","Legacy",33.6094,-116.4505,1280,"OSH",1666,324.5,0.194777911164466
"US-SCd","Southern California Climate Gradient - Sonoran Desert","AmeriFlux","Legacy",33.6518,-116.3721,275,"BSV",1895.1,154.8,0.0816843438340985
"US-SCf","Southern California Climate Gradient - Oak/Pine Forest","AmeriFlux","Legacy",33.8079,-116.7717,1770,"MF",1547.9,660.4,0.426642547968215
"US-SCg","Southern California Climate Gradient - Grassland","AmeriFlux","Legacy",33.7365,-117.6946,465,"GRA",1421.5,400.2,0.28153359127682
"US-SCs","Southern California Climate Gradient - Coastal Sage","AmeriFlux","Legacy",33.7343,-117.6959,470,"OSH",1421.5,400.2,0.28153359127682
"US-SCw","Southern California Climate Gradient - Pinyon/Juniper Woodland","AmeriFlux","Legacy",33.6047,-116.4527,1281,"OSH",1666,324.5,0.194777911164466
"US-SdH","Nebraska SandHills Dry Valley","AmeriFlux","CC-BY-4.0",42.0693,-101.4072,1081,"GRA",1081.4,490.2,0.453301276123544
"US-SDU","South Denver Urban Tower","AmeriFlux","Legacy",39.6594,-105.0127,1618,"URB",1249.3,438.6,0.351076602897623
"US-Seg","Sevilleta grassland","AmeriFlux","CC-BY-4.0",34.3623,-106.702,1596,"GRA",1572.7,252.7,0.160679086920582
"US-Ses","Sevilleta shrubland","AmeriFlux","CC-BY-4.0",34.3349,-106.7442,1604,"OSH",1572.6,245.5,0.156110899147908
"US-SFP","Sioux Falls Portable","AmeriFlux","Legacy",43.2408,-96.902,386,"CRO",920,667.6,0.725652173913043
"US-SHC","Sagehen Creek Field Station","AmeriFlux","Legacy",39.4315,-120.2398,1934,"ENF",983.2,832.1,0.846318144833198
"US-Shd","Shidler- Oklahoma","AmeriFlux","Legacy",36.9333,-96.6833,346,"GRA",1319,934.9,0.708794541319181
"US-SHS","Secaucus High School Site","AmeriFlux","Legacy",40.8052,-74.0457,1,"WET",1015.6,1204.9,1.18639228042536
